object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
foreign	gastro-hépatique	fra	
entry	Gastrorafia	0	
orth	Gastrorafia	ita	
foreign	gastrorrhaphie	fra	
entry	Gastrorragia	0	
orth	Gastrorragia	ita	
entry	Gastrosplenico	0	
orth	Gastrosplenico	ita	
foreign	gastro-splénique	fra	
entry	Gavina	0	
orth	Gavina	ita	
foreign	scrofules	fra	
entry	Gaz	0	
orth	Gaz	ita	
foreign	gaz	fra	
entry	Gazificare	0	
orth	Gazificare	ita	
foreign	gazéifier	fra	
entry	Gazoso	0	
orth	Gazoso	ita	
foreign	gazeux	fra	
entry	Gelatina	0	
orth	Gelatina	ita	
foreign	gélatine	fra	
entry	Gelatinoso	0	
orth	Gelatinoso	ita	
foreign	gélatineux	fra	
entry	Gelone	0	
orth	Gelone	ita	
foreign	engelure	fra	
entry	Gemelli	0	
orth	Gemelli	ita	
foreign	muscles jumeaux	fra	
entry	Gemello	0	
orth	Gemello	ita	
foreign	jumeau	fra	
entry	Gemmazione	0	
orth	Gemmazione	ita	
foreign	gemmation	fra	
entry	Genale	0	
orth	Genale	ita	
foreign	gênal	fra	
entry	Generazione	0	
orth	Generazione	ita	
foreign	génération	fra	
entry	Genere	0	
orth	Genere	ita	
foreign	genre	fra	
entry	Geniano	0	
orth	Geniano	ita	
foreign	génien	fra	
entry	Geniculato	0	
orth	Geniculato	ita	
foreign	géniculé	fra	
entry	Genio	0	
orth	Genio	ita	
foreign	génie	fra	
entry	Geniofaringeo	0	
orth	Geniofaringeo	ita	
foreign	génio-pharyngien	fra	
entry	Genitale	0	
orth	Genitale	ita	
foreign	génital	fra	
entry	Genziana	0	
orth	Genziana	ita	
foreign	gentiane	fra	
entry	Germe	0	
orth	Germe	ita	
foreign	germe	fra	
entry	Germinazione	0	
orth	Germinazione	ita	
foreign	germination	fra	
entry	Gesso	0	
orth	Gesso	ita	
foreign	plâtre	fra	
entry	Gestazione	0	
orth	Gestazione	ita	
foreign	gestation	fra	
entry	Gettamento, Getto	0	
orth	Gettamento	ita	
orth	Getto	ita	
foreign	émission	fra	
foreign	jet	fra	
entry	Ghiacciale	0	
orth	Ghiacciale	ita	
foreign	glacial	fra	
entry	Ghiaccio	0	
orth	Ghiaccio	ita	
foreign	glace	fra	
entry	Ghianda	0	
orth	Ghianda	ita	
foreign	gland	fra	
entry	Ghiandola	0	
orth	Ghiandola	ita	
foreign	glande	fra	
entry	Ghiandolare	0	
orth	Ghiandolare	ita	
foreign	glandulaire	fra	
entry	Ghiandoloso	0	
orth	Ghiandoloso	ita	
foreign	glanduleux	fra	
entry	Giacimento	0	
orth	Giacimento	ita	
foreign	décubitus	fra	
entry	Gialappa	0	
orth	Gialappa	ita	
foreign	jalap	fra	
entry	Giallo	0	
orth	Giallo	ita	
foreign	jaune	fra	
entry	Febbre gialla	0	
orth	Febbre gialla	ita	
foreign	fièvre jaune	fra	
entry	Giarda, Giardone	0	
orth	Giarda	ita	
orth	Giardone	ita	
foreign	jardon	fra	
entry	Gibbosità	0	
orth	Gibbosità	ita	
foreign	gibbosité	fra	
pb	1795	1809	
entry	Gigante	0	
orth	Gigante	ita	
foreign	géant	fra	
entry	Ginepro	0	
orth	Ginepro	ita	
foreign	genévrier	fra	
entry	Ginestra	0	
orth	Ginestra	ita	
foreign	genêt	fra	
entry	Gingiva, Gengia, Gengiva	0	
orth	Gingiva	ita	
orth	Gengia	ita	
orth	Gengiva	ita	
foreign	gencive	fra	
entry	Gingivale	0	
orth	Gingivale	ita	
foreign	gingival	fra	
entry	Ginglimo	0	
orth	Ginglimo	ita	
foreign	ginglyme	fra	
entry	Ginnasio	0	
orth	Ginnasio	ita	
foreign	gymnase	fra	
entry	Ginnastica	0	
orth	Ginnastica	ita	
foreign	gymnastique	fra	
entry	Ginnospermo	0	
orth	Ginnospermo	ita	
foreign	gymnosperme	fra	
entry	Ginocchio	0	
orth	Ginocchio	ita	
foreign	genou	fra	
entry	Giorno	0	
orth	Giorno	ita	
foreign	jour	fra	
entry	Giosciama	0	
orth	Giosciama	ita	
foreign	jusquiame	fra	
entry	Giovanezza, Gioventù	0	
orth	Giovanezza	ita	
orth	Gioventù	ita	
foreign	jeunesse	fra	
entry	Giubba forzante	0	
orth	Giubba forzante	ita	
entry	Giugale	0	
orth	Giugale	ita	
foreign	jugal	fra	
entry	Giugulare	0	
orth	Giugulare	ita	
foreign	jugulaire	fra	
entry	Giulebbo	0	
orth	Giulebbo	ita	
foreign	julep	fra	
entry	Giuntura	0	
orth	Giuntura	ita	
foreign	articulation	fra	
entry	Glabella	0	
orth	Glabella	ita	
entry	Glabro	0	
orth	Glabro	ita	
foreign	glabre	fra	
entry	Glairina	0	
orth	Glairina	ita	
foreign	glairine	fra	
entry	Glandula	0	
orth	Glandula	ita	
foreign	glande	fra	
entry	Glaucoma, Glaucosi	0	
orth	Glaucoma	ita	
orth	Glaucosi	ita	
foreign	glaucome	fra	
entry	Glenoidal	0	
orth	Glenoidal	ita	
foreign	glénoïdal	fra	
entry	Glenoideo	0	
orth	Glenoideo	ita	
foreign	glénoïdien	fra	
entry	Glicerina	0	
orth	Glicerina	ita	
foreign	glycérine	fra	
entry	Globetto di Marte	0	
orth	Globetto di Marte	ita	
foreign	boule de Mars	fra	
entry	Globo	0	
orth	Globo	ita	
foreign	globe	fra	
entry	Globuloso	0	
orth	Globuloso	ita	
foreign	globuleux	fra	
entry	Glossalgia	0	
orth	Glossalgia	ita	
foreign	glossalgie	fra	
entry	Glossantrace	0	
orth	Glossantrace	ita	
foreign	glossanthrax	fra	
entry	Glossocatoco	0	
orth	Glossocatoco	ita	
foreign	glossocatoche	fra	
entry	Glossocomo	0	
orth	Glossocomo	ita	
foreign	glossocome	fra	
entry	Glossofaringeo	0	
orth	Glossofaringeo	ita	
foreign	glosso-pharyngien	fra	
entry	Glotta, Glottide	0	
orth	Glotta	ita	
orth	Glottide	ita	
foreign	glotte	fra	
entry	Glutine	0	
orth	Glutine	ita	
foreign	gluten	fra	
entry	Glutinoso	0	
orth	Glutinoso	ita	
foreign	glutineux	fra	
entry	Gluzio, Gluteo	0	
orth	Gluzio	ita	
orth	Gluteo	ita	
foreign	fessier	fra	
entry	Gobba	0	
orth	Gobba	ita	
foreign	bosse	fra	
entry	Goccia	0	
orth	Goccia	ita	
foreign	goutte	fra	
foreign	douche	fra	
entry	Gocciola	0	
orth	Gocciola	ita	
foreign	apoplexie	fra	
entry	Gola	0	
orth	Gola	ita	
foreign	gorge	fra	
entry	Golfo	0	
orth	Golfo	ita	
foreign	golfe	fra	
entry	Gombito, Gomito	0	
orth	Gombito	ita	
orth	Gomito	ita	
foreign	coude	fra	
entry	Gomfosi	0	
orth	Gomfosi	ita	
foreign	gomphose	fra	
entry	Gomma	0	
orth	Gomma	ita	
foreign	gomme	fra	
entry	Gonalgia	0	
orth	Gonalgia	ita	
foreign	gonalgie	fra	
entry	Gonfiagione , Gonfiamento , Gonfiezza	0	
orth	Gonfiagione	ita	
orth	Gonfiamento	ita	
orth	Gonfiezza	ita	
foreign	gonflement	fra	
entry	Gonorrea	0	
orth	Gonorrea	ita	
foreign	gonorrhée	fra	
entry	Gorga, Gorgia	0	
orth	Gorga	ita	
orth	Gorgia	ita	
foreign	gorge	fra	
entry	Gorgogliare	0	
orth	Gorgogliare	ita	
foreign	gargouiller	fra	
entry	Gota	0	
orth	Gota	ita	
foreign	joue	fra	
entry	Gotta	0	
orth	Gotta	ita	
foreign	goutte (maladie)	fra	
entry	Gottoso	0	
orth	Gottoso	ita	
foreign	goutteux	fra	
entry	Gozzo	0	
orth	Gozzo	ita	
foreign	goître	fra	
entry	Gozzuto	0	
orth	Gozzuto	ita	
foreign	goîtreux	fra	
entry	Granata	0	
orth	Granata	ita	
foreign	grenade	fra	
entry	Granchio	0	
orth	Granchio	ita	
foreign	crampe	fra	
entry	Grandine	0	
orth	Grandine	ita	
foreign	grêle (tumeur)	fra	
entry	Granelli	0	
orth	Granelli	ita	
foreign	testicules	fra	
entry	Grano	0	
orth	Grano	ita	
foreign	grain	fra	
entry	Granulato	0	
orth	Granulato	ita	
foreign	granulé	fra	
entry	Granulazione	0	
orth	Granulazione	ita	
foreign	granulation	fra	
entry	Grasso	0	
orth	Grasso	ita	
foreign	graisse	fra	
entry	Grasso	0	
orth	Grasso	ita	
foreign	gras	fra	
entry	Gravativo	0	
orth	Gravativo	ita	
foreign	gravatif	fra	
entry	Grave	0	
orth	Grave	ita	
foreign	grave	fra	
entry	Gravedine	0	
orth	Gravedine	ita	
foreign	coryza	fra	
entry	Gravidanza	0	
orth	Gravidanza	ita	
foreign	grossesse	fra	
entry	Gravita	0	
orth	Gravita	ita	
foreign	gravité	fra	
entry	Grido	0	
orth	Grido	ita	
foreign	cri	fra	
entry	Groppa	0	
orth	Groppa	ita	
foreign	croupe	fra	
entry	Groppone	0	
orth	Groppone	ita	
foreign	croupion	fra	
entry	Grumo	0	
orth	Grumo	ita	
foreign	grumeau	fra	
entry	Guaiaco	0	
orth	Guaiaco	ita	
foreign	gaïac	fra	
entry	Guaina	0	
orth	Guaina	ita	
foreign	gaine	fra	
entry	Guancia	0	
orth	Guancia	ita	
foreign	joue	fra	
entry	Guarigione, Guarimento	0	
orth	Guarigione	ita	
orth	Guarimento	ita	
foreign	guérison	fra	
entry	Guercio	0	
orth	Guercio	ita	
foreign	louche	fra	
entry	Guida	0	
orth	Guida	ita	
entry	Gustativo	0	
orth	Gustativo	ita	
entry	Gusto	0	
orth	Gusto	ita	
foreign	goût	fra	
entry	Gutturale	0	
orth	Gutturale	ita	
foreign	guttural	fra	
entry	Hiato, Iato	0	
orth	Hiato	ita	
orth	Iato	ita	
foreign	hiatus	fra	
entry	Hiosciamo	0	
orth	Hiosciamo	ita	
foreign	jusquiame	fra	
entry	Ialoide	0	
orth	Ialoide	ita	
foreign	hyaloïde	fra	
entry	Ialoideo	0	
orth	Ialoideo	ita	
foreign	hyaloïdien	fra	
entry	Iato	0	
orth	Iato	ita	
foreign	hiatus	fra	
entry	Iatralepto	0	
orth	Iatralepto	ita	
foreign	iatralipte	fra	
entry	Iatrochimia	0	
orth	Iatrochimia	ita	
foreign	iatrochimie	fra	
entry	Iatrochimico	0	
orth	Iatrochimico	ita	
foreign	iatrochimique	fra	
entry	Iatromatematica	0	
orth	Iatromatematica	ita	
foreign	iatro-mathématique	fra	
entry	Ibrido	0	
orth	Ibrido	ita	
foreign	hybride	fra	
entry	Icore	0	
orth	Icore	ita	
foreign	ichor	fra	
entry	Icoroso	0	
orth	Icoroso	ita	
foreign	ichoreux	fra	
entry	Icterico, Itterico	0	
orth	Icterico	ita	
orth	Itterico	ita	
foreign	ictérique	fra	
entry	Icterizia, Itterizia	0	
orth	Icterizia	ita	
orth	Itterizia	ita	
foreign	ictère	fra	
entry	Icterode, Itterode	0	
orth	Icterode	ita	
orth	Itterode	ita	
foreign	ictérode	fra	
entry	Ictiocolla, Ittiocolla	0	
orth	Ictiocolla	ita	
orth	Ittiocolla	ita	
foreign	ichthyocolle	fra	
entry	Ictiofago, Ittiofago	0	
orth	Ictiofago	ita	
orth	Ittiofago	ita	
foreign	ichthyophage	fra	
entry	Ictiologia	0	
orth	Ictiologia	ita	
foreign	Ichthyologie	fra	
entry	Ictiosi, Ittiosi	0	
orth	Ictiosi	ita	
orth	Ittiosi	ita	
foreign	ichthyose	fra	
entry	Idartro, Idartrosi	0	
orth	Idartro	ita	
orth	Idartrosi	ita	
foreign	hydarthrose	fra	
entry	Idatide	0	
orth	Idatide	ita	
foreign	hydatide	fra	
entry	Idatismo	0	
orth	Idatismo	ita	
entry	Idiocrasia	0	
orth	Idiocrasia	ita	
foreign	idiocrasie	fra	
entry	Idiopatia	0	
orth	Idiopatia	ita	
foreign	idiopathie	fra	
entry	Idiopatico	0	
orth	Idiopatico	ita	
foreign	idiopathique	fra	
entry	Idiosincrasia	0	
orth	Idiosincrasia	ita	
foreign	idiosyncrasie	fra	
entry	Idracido	0	
orth	Idracido	ita	
foreign	hydracide	fra	
entry	Idragogo	0	
orth	Idragogo	ita	
foreign	hydragogue	fra	
entry	Idrargiria	0	
orth	Idrargiria	ita	
foreign	hydrargyrie	fra	
entry	Idrargiro	0	
orth	Idrargiro	ita	
foreign	mercure	fra	
entry	Idrargirosi	0	
orth	Idrargirosi	ita	
foreign	hydrargyrose	fra	
entry	Idrartro, Idrartrosi	0	
orth	Idrartro	ita	
orth	Idrartrosi	ita	
foreign	hydarthrose	fra	
entry	Idrato	0	
orth	Idrato	ita	
foreign	hydrate	fra	
entry	Idrencefalico	0	
orth	Idrencefalico	ita	
foreign	hydrencéphalique	fra	
entry	Idrencefalo	0	
orth	Idrencefalo	ita	
foreign	hydrencéphale	fra	
entry	Idriodato	0	
orth	Idriodato	ita	
foreign	hydriodate	fra	
entry	Idriodico	0	
orth	Idriodico	ita	
foreign	hydriodique	fra	
entry	Idroa	0	
orth	Idroa	ita	
foreign	hydroa	fra	
entry	Idrocefalia	0	
orth	Idrocefalia	ita	
foreign	hydrocéphalie	fra	
entry	Idrocefalo	0	
orth	Idrocefalo	ita	
foreign	hydrocéphale	fra	
entry	Idrocele	0	
orth	Idrocele	ita	
foreign	hydrocèle	fra	
entry	Idrocianato	0	
orth	Idrocianato	ita	
foreign	hydrocyanate	fra	
entry	Idrocianico	0	
orth	Idrocianico	ita	
foreign	hydrocyanique	fra	
entry	Idroclorato	0	
orth	Idroclorato	ita	
foreign	hydrochlorate	fra	
entry	Idroclorico	0	
orth	Idroclorico	ita	
foreign	hydrochlorique	fra	
entry	Idrofobia	0	
orth	Idrofobia	ita	
foreign	hydrophobie	fra	
entry	Idrofobo	0	
orth	Idrofobo	ita	
foreign	hydrophobe	fra	
entry	Idroftalmia	0	
orth	Idroftalmia	ita	
foreign	hydrophthalmie	fra	
entry	Idrogeno	0	
orth	Idrogeno	ita	
foreign	hydrogène	fra	
entry	Idrologia	0	
orth	Idrologia	ita	
foreign	hydrologie	fra	
entry	Idromele	0	
orth	Idromele	ita	
foreign	hydromel	fra	
entry	Idrometra	0	
orth	Idrometra	ita	
foreign	hydromètre	fra	
entry	Idronfalo	0	
orth	Idronfalo	ita	
foreign	hydromphale	fra	
entry	Idropericardia	0	
orth	Idropericardia	ita	
foreign	hydropéricarde	fra	
entry	Idropico	0	
orth	Idropico	ita	
foreign	hydropique	fra	
entry	Idropisia	0	
orth	Idropisia	ita	
foreign	hydropisie	fra	
entry	Idropneumonia	0	
orth	Idropneumonia	ita	
entry	Idrorachite, Idrorachitide	0	
orth	Idrorachite	ita	
orth	Idrorachitide	ita	
foreign	hydro-rachis	fra	
entry	Idrosolfato	0	
orth	Idrosolfato	ita	
foreign	hydrosulfate	fra	
entry	Idrosolforico	0	
orth	Idrosolforico	ita	
foreign	hydrosulfurique	fra	
entry	Idrostatica	0	
orth	Idrostatica	ita	
foreign	hydrostatique (l')	fra	
entry	Idrotorace	0	
orth	Idrotorace	ita	
foreign	hydrothorax	fra	
entry	Idruro	0	
orth	Idruro	ita	
foreign	hydrure	fra	
entry	Iemale	0	
orth	Iemale	ita	
foreign	hibernal	fra	
entry	Igieine, Igiene	0	
orth	Igieine	ita	
orth	Igiene	ita	
foreign	hygiène	fra	
entry	Igienico	0	
orth	Igienico	ita	
foreign	hygiénique	fra	
entry	Igneo	0	
orth	Igneo	ita	
foreign	igné	fra	
entry	Ignizione	0	
orth	Ignizione	ita	
foreign	ignition	fra	
entry	Igrometria	0	
orth	Igrometria	ita	
foreign	hygrométrie	fra	
entry	Igrometrico	0	
orth	Igrometrico	ita	
foreign	hygrométrique	fra	
entry	Igrometro	0	
orth	Igrometro	ita	
foreign	hygromètre	fra	
entry	Ileo	0	
orth	Ileo	ita	
foreign	iléus	fra	
foreign	iléon (l')	fra	
entry	Ileociecale	0	
orth	Ileociecale	ita	
foreign	iléo-cœcal	fra	
entry	Ileocolico	0	
orth	Ileocolico	ita	
foreign	iléo-colique	fra	
entry	Iliaco	0	
orth	Iliaco	ita	
foreign	iliaque	fra	
entry	Iliale	0	
orth	Iliale	ita	
foreign	ilial	fra	
entry	Ilii	0	
orth	Ilii	ita	
foreign	flancs (les)	fra	
entry	Ilio, Ileo	0	
orth	Ilio	ita	
orth	Ileo	ita	
foreign	os ilion (l')	fra	
entry	Illegittimo	0	
orth	Illegittimo	ita	
foreign	illégitime	fra	
entry	Ilo	0	
orth	Ilo	ita	
foreign	hile	fra	
entry	Imbalsamazione	0	
orth	Imbalsamazione	ita	
foreign	embaumement	fra	
entry	Imbarazzo gastrico	0	
orth	Imbarazzo gastrico	ita	
foreign	embarras gastrique	fra	
entry	Imbecille	0	
orth	Imbecille	ita	
entry	Imbevuto	0	
orth	Imbevuto	ita	
entry	Imbibizione	0	
orth	Imbibizione	ita	
foreign	imbibition	fra	
entry	Imene	0	
orth	Imene	ita	
entry	Imenologia	0	
orth	Imenologia	ita	
entry	Immaginario	0	
orth	Immaginario	ita	
foreign	imaginaire	fra	
entry	Immagine	0	
orth	Immagine	ita	
foreign	image	fra	
entry	Immersione	0	
orth	Immersione	ita	
foreign	immersion	fra	
entry	Immobilità	0	
orth	Immobilità	ita	
foreign	immobilité	fra	
entry	Impenetrabilità	0	
orth	Impenetrabilità	ita	
foreign	impénétrabilité	fra	
entry	Impennarsi	0	
orth	Impennarsi	ita	
foreign	cabrer (se)	fra	
entry	Imperforato	0	
orth	Imperforato	ita	
foreign	imperforé	fra	
entry	Imperforazione	0	
orth	Imperforazione	ita	
foreign	imperforation	fra	
entry	Impermeabilità	0	
orth	Impermeabilità	ita	
foreign	imperméabilité	fra	
entry	Impetigine	0	
orth	Impetigine	ita	
foreign	impétigo	fra	
entry	Imponderabile	0	
orth	Imponderabile	ita	
foreign	impondérable	fra	
entry	Impostemire	0	
orth	Impostemire	ita	
foreign	abcéder	fra	
entry	Impotenza	0	
orth	Impotenza	ita	
foreign	impotence	fra	
entry	Impregnazione	0	
orth	Impregnazione	ita	
foreign	imprégnation	fra	
pb	1796	1810	
entry	Impressione	0	
orth	Impressione	ita	
foreign	impression	fra	
entry	Inacerbare	0	
orth	Inacerbare	ita	
foreign	exaspérer	fra	
entry	Inagrare, Inagrire	0	
orth	Inagrare	ita	
orth	Inagrire	ita	
entry	Inalante	0	
orth	Inalante	ita	
foreign	inhalant	fra	
entry	Inalazione	0	
orth	Inalazione	ita	
foreign	inhalation	fra	
entry	Inalberarsi	0	
orth	Inalberarsi	ita	
foreign	cabrer (se)	fra	
entry	Inanizione	0	
orth	Inanizione	ita	
foreign	inanition	fra	
entry	Inappetenza	0	
orth	Inappetenza	ita	
foreign	inappétence	fra	
entry	Incalescenza	0	
orth	Incalescenza	ita	
foreign	incalescence	fra	
entry	Incallimento	0	
orth	Incallimento	ita	
foreign	induration	fra	
entry	Incandescente	0	
orth	Incandescente	ita	
foreign	incandescent	fra	
entry	Incanutire	0	
orth	Incanutire	ita	
entry	Incarceramento	0	
orth	Incarceramento	ita	
foreign	incarcération	fra	
foreign	étranglement	fra	
entry	Incarcerato	0	
orth	Incarcerato	ita	
foreign	incarcéré	fra	
foreign	étranglé	fra	
entry	Incarnante	0	
orth	Incarnante	ita	
foreign	incarnant	fra	
entry	Incastellamento	0	
orth	Incastellamento	ita	
foreign	encastelure	fra	
entry	Incastramento	0	
orth	Incastramento	ita	
foreign	enclavement	fra	
entry	Incastrato	0	
orth	Incastrato	ita	
foreign	enclavé	fra	
entry	Incavatura, Incavo	0	
orth	Incavatura	ita	
orth	Incavo	ita	
foreign	échancrure	fra	
entry	Incenso	0	
orth	Incenso	ita	
foreign	encens	fra	
entry	Inchiodare, Inchiovare	0	
orth	Inchiodare	ita	
orth	Inchiovare	ita	
entry	Incidente	0	
orth	Incidente	ita	
foreign	incident	fra	
entry	Incinerazione	0	
orth	Incinerazione	ita	
foreign	incinération	fra	
entry	Incisione, Incisura	0	
orth	Incisione	ita	
orth	Incisura	ita	
foreign	incision	fra	
entry	Incisivo	0	
orth	Incisivo	ita	
foreign	incisif	fra	
entry	Incitabilità	0	
orth	Incitabilità	ita	
foreign	incitabilité	fra	
entry	Incoercibile	0	
orth	Incoercibile	ita	
foreign	incoercible	fra	
entry	Incombustibile	0	
orth	Incombustibile	ita	
foreign	incombustible	fra	
entry	Incomodità	0	
orth	Incomodità	ita	
foreign	incommodité	fra	
entry	Incompressibile	0	
orth	Incompressibile	ita	
foreign	incompressible	fra	
entry	Incontinenza	0	
orth	Incontinenza	ita	
foreign	incontinence	fra	
entry	Incorporazione	0	
orth	Incorporazione	ita	
foreign	incorporation	fra	
entry	Incrassante	0	
orth	Incrassante	ita	
foreign	incrassant	fra	
entry	Incrostamento, Incrostazione	0	
orth	Incrostamento	ita	
orth	Incrostazione	ita	
foreign	escharification	fra	
foreign	incrustation	fra	
entry	Incubazione	0	
orth	Incubazione	ita	
foreign	incubation	fra	
entry	Incubo	0	
orth	Incubo	ita	
foreign	cauchemar	fra	
entry	Incudine	0	
orth	Incudine	ita	
foreign	enclume	fra	
entry	Incurabile	0	
orth	Incurabile	ita	
foreign	incurable	fra	
entry	Indaco	0	
orth	Indaco	ita	
foreign	indigo	fra	
entry	Indacotina	0	
orth	Indacotina	ita	
foreign	indigotine	fra	
entry	Indeiscente	0	
orth	Indeiscente	ita	
foreign	indéhiscent	fra	
entry	Indicatore	0	
orth	Indicatore	ita	
foreign	indicateur	fra	
entry	Indicazione	0	
orth	Indicazione	ita	
foreign	indication	fra	
entry	Indice	0	
orth	Indice	ita	
foreign	index	fra	
entry	Indigestione	0	
orth	Indigestione	ita	
foreign	indigestion	fra	
entry	Indigesto	0	
orth	Indigesto	ita	
foreign	indigeste	fra	
entry	Indisposizione	0	
orth	Indisposizione	ita	
foreign	indisposition	fra	
entry	Indissolubilità	0	
orth	Indissolubilità	ita	
foreign	indissolubilité	fra	
entry	Individuo	0	
orth	Individuo	ita	
foreign	individu	fra	
entry	Indolente	0	
orth	Indolente	ita	
foreign	indolent	fra	
entry	Indozzamento	0	
orth	Indozzamento	ita	
foreign	étiolement	fra	
entry	Induramento, Indurimento	0	
orth	Induramento	ita	
orth	Indurimento	ita	
foreign	induration	fra	
entry	Ineguale	0	
orth	Ineguale	ita	
foreign	inégal	fra	
entry	Inerente	0	
orth	Inerente	ita	
foreign	inhérent	fra	
entry	Inerpicante	0	
orth	Inerpicante	ita	
foreign	grimpant	fra	
entry	Inerzia	0	
orth	Inerzia	ita	
foreign	inertie	fra	
entry	Infanticidio	0	
orth	Infanticidio	ita	
foreign	infanticide	fra	
entry	Infecondo	0	
orth	Infecondo	ita	
foreign	infécond	fra	
entry	Infermiere	0	
orth	Infermiere	ita	
foreign	infirmier	fra	
entry	Infermità	0	
orth	Infermità	ita	
foreign	maladie	fra	
entry	Infernale	0	
orth	Infernale	ita	
foreign	infernal	fra	
entry	Infero	0	
orth	Infero	ita	
foreign	infère	fra	
entry	Infettazione	0	
orth	Infettazione	ita	
foreign	infection	fra	
entry	Infettivo	0	
orth	Infettivo	ita	
entry	Infezione	0	
orth	Infezione	ita	
foreign	infection	fra	
entry	Inflammato	0	
orth	Inflammato	ita	
foreign	enflammé	fra	
entry	Inflammatorio	0	
orth	Inflammatorio	ita	
foreign	inflammatoire	fra	
entry	Inflammazione	0	
orth	Inflammazione	ita	
foreign	inflammation	fra	
entry	Infibulazione	0	
orth	Infibulazione	ita	
foreign	infibulation	fra	
entry	Infiltrato	0	
orth	Infiltrato	ita	
foreign	infiltré	fra	
entry	Influenza , Influsso 	0	
orth	Influenza	ita	
orth	Influsso	ita	
foreign	influx	fra	
foreign	influence	fra	
foreign	grippe	fra	
entry	Informicolamento	0	
orth	Informicolamento	ita	
foreign	fourmillement	fra	
foreign	crampe	fra	
entry	Infreddatura	0	
orth	Infreddatura	ita	
foreign	coryza	fra	
entry	Infundiboliforme	0	
orth	Infundiboliforme	ita	
foreign	infundibuliforme	fra	
entry	Infundibolo	0	
orth	Infundibolo	ita	
foreign	infundibulum	fra	
entry	Infusione	0	
orth	Infusione	ita	
foreign	infusion	fra	
entry	Infusorio	0	
orth	Infusorio	ita	
foreign	infusoire	fra	
entry	Inglesare	0	
orth	Inglesare	ita	
foreign	anglaiser	fra	
entry	Ingorgamento	0	
orth	Ingorgamento	ita	
foreign	engorgement	fra	
entry	Ingorgato	0	
orth	Ingorgato	ita	
foreign	engorgé	fra	
entry	Ingrediente	0	
orth	Ingrediente	ita	
foreign	ingrédient	fra	
entry	Inguainamento	0	
orth	Inguainamento	ita	
foreign	invagination	fra	
entry	Inguinale	0	
orth	Inguinale	ita	
foreign	inguinal	fra	
entry	Inguine	0	
orth	Inguine	ita	
foreign	aine	fra	
entry	Injettato	0	
orth	Injettato	ita	
foreign	injecté	fra	
entry	Injezione	0	
orth	Injezione	ita	
foreign	injection	fra	
entry	Innato	0	
orth	Innato	ita	
foreign	inné	fra	
entry	Innominato	0	
orth	Innominato	ita	
foreign	innominé	fra	
entry	Innutrizione	0	
orth	Innutrizione	ita	
foreign	atrophie	fra	
entry	Inoculare	0	
orth	Inoculare	ita	
foreign	inoculer	fra	
entry	Inoculazione	0	
orth	Inoculazione	ita	
foreign	inoculation	fra	
entry	Inorganico	0	
orth	Inorganico	ita	
foreign	inorganique	fra	
entry	Inosculazione	0	
orth	Inosculazione	ita	
foreign	anastomose	fra	
entry	Inquietudine	0	
orth	Inquietudine	ita	
foreign	inquiétude	fra	
entry	Insalivazione	0	
orth	Insalivazione	ita	
foreign	insalivation	fra	
entry	Insellato	0	
orth	Insellato	ita	
foreign	ensellé	fra	
entry	Insensibile	0	
orth	Insensibile	ita	
foreign	insensible	fra	
entry	Insensibilità	0	
orth	Insensibilità	ita	
foreign	insensibilité	fra	
entry	Inserzione	0	
orth	Inserzione	ita	
foreign	insertion	fra	
entry	Insesso	0	
orth	Insesso	ita	
foreign	demi-bain	fra	
entry	Insidioso	0	
orth	Insidioso	ita	
foreign	insidieux	fra	
entry	Insipido	0	
orth	Insipido	ita	
foreign	insipide	fra	
entry	Insolazione	0	
orth	Insolazione	ita	
foreign	insolation	fra	
entry	Insolubile	0	
orth	Insolubile	ita	
foreign	insoluble	fra	
entry	Insonnio	0	
orth	Insonnio	ita	
foreign	insomnie	fra	
entry	Inspessazione	0	
orth	Inspessazione	ita	
foreign	épaississement	fra	
entry	Inspiratore	0	
orth	Inspiratore	ita	
foreign	inspirateur	fra	
entry	Inspirazione	0	
orth	Inspirazione	ita	
foreign	inspiration	fra	
entry	Instillazione	0	
orth	Instillazione	ita	
foreign	instillation	fra	
entry	Instinto	0	
orth	Instinto	ita	
foreign	instinct	fra	
entry	Insufflazione	0	
orth	Insufflazione	ita	
foreign	insufflation	fra	
entry	Insulto	0	
orth	Insulto	ita	
foreign	invasion	fra	
entry	Intaccare	0	
orth	Intaccare	ita	
foreign	inciser	fra	
entry	Intasamento	0	
orth	Intasamento	ita	
foreign	obstruction	fra	
entry	Intasato	0	
orth	Intasato	ita	
foreign	obstrué	fra	
entry	Intasatura	0	
orth	Intasatura	ita	
foreign	obstruction	fra	
entry	Integrità	0	
orth	Integrità	ita	
foreign	intégrité	fra	
entry	Integumento	0	
orth	Integumento	ita	
foreign	tégument	fra	
foreign	enveloppe	fra	
entry	Intelletto	0	
orth	Intelletto	ita	
foreign	intellect	fra	
entry	Intellettuale	0	
orth	Intellettuale	ita	
foreign	intellectuel	fra	
entry	Intelligenza	0	
orth	Intelligenza	ita	
foreign	intelligence	fra	
entry	Intemperanza	0	
orth	Intemperanza	ita	
foreign	intempérance	fra	
entry	Intemperie	0	
orth	Intemperie	ita	
foreign	intempérie	fra	
entry	Intendimento	0	
orth	Intendimento	ita	
foreign	entendement	fra	
entry	Intensità	0	
orth	Intensità	ita	
