object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
entry	Hedysma	0	
orth	Hedysma	lat	
foreign	essence de fleurs	fra	
entry	Helix	0	
orth	Helix	lat	
foreign	hélix	fra	
entry	Helleborare	0	
orth	Helleborare	lat	
foreign	purger avec l’ellébore	fra	
entry	Helleborus	0	
orth	Helleborus	lat	
foreign	l’ellébore	fra	
entry	Hemerobius	0	
orth	Hemerobius	lat	
foreign	éphémère	fra	
entry	Hemicraneum	0	
orth	Hemicraneum	lat	
foreign	hémicranie	fra	
foreign	migraine	fra	
entry	Hemitritæa	0	
orth	Hemitritæa	lat	
foreign	hémitritée (fièvre)	fra	
entry	Hepar	0	
orth	Hepar	lat	
foreign	foie	fra	
entry	Hepatia	0	
orth	Hepatia	lat	
foreign	les intestins	fra	
entry	Hepatice	0	
orth	Hepatice	lat	
foreign	affection du foie	fra	
entry	Hepaticus	0	
orth	Hepaticus	lat	
foreign	hépatique	fra	
foreign	qui a unê hépatite	fra	
entry	Hepatitis	0	
orth	Hepatitis	lat	
foreign	hépatite	fra	
entry	Heracleum	0	
orth	Heracleum	lat	
foreign	nénuphar	fra	
entry	Herba	0	
orth	Herba	lat	
foreign	herbe	fra	
entry	Herbaria	0	
orth	Herbaria	lat	
foreign	botanique	fra	
entry	Herbarium	0	
orth	Herbarium	lat	
foreign	herbier	fra	
entry	Herbarius	0	
orth	Herbarius	lat	
foreign	herboriste	fra	
entry	Herbivorus	0	
orth	Herbivorus	lat	
foreign	herbivore	fra	
entry	Hermaphroditus	0	
orth	Hermaphroditus	lat	
foreign	hermaphrodite	fra	
entry	Hernia	0	
orth	Hernia	lat	
foreign	hernie	fra	
entry	Herniosus	0	
orth	Herniosus	lat	
foreign	hernieux	fra	
entry	Herpes	0	
orth	Herpes	lat	
foreign	dartre	fra	
pb	1716	1730	
entry	Heterocranea	0	
orth	Heterocranea	lat	
foreign	migraine	fra	
entry	Hiatus	0	
orth	Hiatus	lat	
foreign	hiatus	fra	
entry	Hibiscum	0	
orth	Hibiscum	lat	
foreign	guimauve	fra	
entry	Hiems	0	
orth	Hiems	lat	
foreign	hiver	fra	
entry	Hierabotane	0	
orth	Hierabotane	lat	
foreign	verveine	fra	
entry	Hilum	0	
orth	Hilum	lat	
foreign	hile	fra	
foreign	ombilic d’une graine	fra	
entry	Hippuris	0	
orth	Hippuris	lat	
foreign	prèle	fra	
entry	Hirudo	0	
orth	Hirudo	lat	
foreign	sangsue	fra	
entry	Hispidus	0	
orth	Hispidus	lat	
foreign	hispide	fra	
entry	Homo	0	
orth	Homo	lat	
foreign	homme	fra	
entry	Homoeomeria	0	
orth	Homoeomeria	lat	
foreign	homœomérie	fra	
entry	Honorarium	0	
orth	Honorarium	lat	
foreign	honoraires	fra	
entry	Hordeolus	0	
orth	Hordeolus	lat	
foreign	orgelet	fra	
entry	Hordeum	0	
orth	Hordeum	lat	
foreign	orge	fra	
entry	Horripilatio	0	
orth	Horripilatio	lat	
foreign	horripilation	fra	
entry	Horror	0	
orth	Horror	lat	
foreign	le frissonnement	fra	
entry	Humectans	0	
orth	Humectans	lat	
foreign	humectant	fra	
entry	Humeralis	0	
orth	Humeralis	lat	
foreign	huméral	fra	
entry	Humerus	0	
orth	Humerus	lat	
foreign	épaule	fra	
entry	Humidus	0	
orth	Humidus	lat	
foreign	humide	fra	
entry	Humor	0	
orth	Humor	lat	
foreign	humeur	fra	
entry	Hyacinthus	0	
orth	Hyacinthus	lat	
foreign	hyacinthe	fra	
entry	Hyaloides	0	
orth	Hyaloides	lat	
foreign	hyaloïde	fra	
entry	Hybrida	0	
orth	Hybrida	lat	
foreign	hybride	fra	
entry	Hydatis	0	
orth	Hydatis	lat	
foreign	hydatide	fra	
entry	Hydragogus	0	
orth	Hydragogus	lat	
foreign	hydragogue	fra	
entry	Hydrargyrus	0	
orth	Hydrargyrus	lat	
foreign	mercure	fra	
entry	Hydrenterocele	0	
orth	Hydrenterocele	lat	
foreign	hydr entérocèle	fra	
entry	Hydrocele	0	
orth	Hydrocele	lat	
foreign	hydrocèle	fra	
entry	Hydrocelicus	0	
orth	Hydrocelicus	lat	
foreign	qui a une hydrocèle	fra	
entry	Hydromeli	0	
orth	Hydromeli	lat	
foreign	hydromel	fra	
entry	Hydrophobia	0	
orth	Hydrophobia	lat	
foreign	hydrophobie	fra	
entry	Hydrophobicus	0	
orth	Hydrophobicus	lat	
foreign	d’hydrophobie	fra	
entry	Hydropicus	0	
orth	Hydropicus	lat	
foreign	hydropique	fra	
entry	Hydropisis, hydropismus	0	
orth	Hydropisis	lat	
orth	hydropismus	lat	
foreign	hydropisie	fra	
entry	Hydropota	0	
orth	Hydropota	lat	
foreign	hydropote	fra	
entry	Hydrops	0	
orth	Hydrops	lat	
foreign	hydropisie	fra	
entry	Hygra	0	
orth	Hygra	lat	
foreign	sorte de collyre	fra	
entry	Hygrophobia	0	
orth	Hygrophobia	lat	
foreign	horreur pour les liquides	fra	
entry	Hymen	0	
orth	Hymen	lat	
foreign	hymen (membrane)	fra	
entry	Hymenodes	0	
orth	Hymenodes	lat	
foreign	membraneux	fra	
entry	Hyoscyamus	0	
orth	Hyoscyamus	lat	
foreign	jusquiame	fra	
entry	Hypercrisis	0	
orth	Hypercrisis	lat	
foreign	hypercrise	fra	
entry	Hypersarcosis	0	
orth	Hypersarcosis	lat	
foreign	hypersarcose	fra	
foreign	ex­croissance	fra	
entry	Hypnobates	0	
orth	Hypnobates	lat	
foreign	hypnobate	fra	
foreign	somnam­bule	fra	
entry	Hypnoticus	0	
orth	Hypnoticus	lat	
foreign	hypnotique	fra	
entry	Hypochondrium	0	
orth	Hypochondrium	lat	
foreign	hypochondre	fra	
entry	Hypochyma, hypochisis	0	
orth	Hypochyma	lat	
orth	hypochisis	lat	
foreign	cataracte	fra	
entry	Hypogastricus	0	
orth	Hypogastricus	lat	
foreign	hypogastrique	fra	
entry	Hypogastrium	0	
orth	Hypogastrium	lat	
foreign	hypogastre	fra	
entry	Hypoglossus	0	
orth	Hypoglossus	lat	
foreign	hypoglosse	fra	
entry	Hypopyum	0	
orth	Hypopyum	lat	
foreign	hypopyon	fra	
entry	Hypostasis	0	
orth	Hypostasis	lat	
foreign	hypostase	fra	
entry	Hypothenar	0	
orth	Hypothenar	lat	
foreign	hypothenar	fra	
entry	Hyssopus	0	
orth	Hyssopus	lat	
foreign	hyssope	fra	
entry	Hysteralgia	0	
orth	Hysteralgia	lat	
foreign	hystéralgie	fra	
entry	Hystericus	0	
orth	Hystericus	lat	
foreign	hystérique	fra	
entry	Iatralipta	0	
orth	Iatralipta	lat	
foreign	iatralipte	fra	
entry	Iatraliptice	0	
orth	Iatraliptice	lat	
foreign	iatraliptique	fra	
entry	Iatrice	0	
orth	Iatrice	lat	
foreign	la médecine	fra	
entry	Iatricus	0	
orth	Iatricus	lat	
foreign	iatrique	fra	
entry	Iatrus	0	
orth	Iatrus	lat	
foreign	le doigt annulaire	fra	
entry	Ichor	0	
orth	Ichor	lat	
foreign	ichor	fra	
entry	Ichthyocolla	0	
orth	Ichthyocolla	lat	
foreign	ichthyocolle	fra	
entry	Ichthyophagus	0	
orth	Ichthyophagus	lat	
foreign	Ichthyophage	fra	
entry	Icterus	0	
orth	Icterus	lat	
foreign	ictère	fra	
entry	Ictus sanguinis	0	
orth	Ictus sanguinis	lat	
foreign	coup de sang	fra	
entry	Ictus solis	0	
orth	Ictus solis	lat	
foreign	coup de soleil	fra	
entry	Idea	0	
orth	Idea	lat	
foreign	idée	fra	
entry	Idiopalhia	0	
orth	Idiopalhia	lat	
foreign	idiopalhie	fra	
entry	Idiotismus	0	
orth	Idiotismus	lat	
foreign	idiotisme	fra	
entry	Ignis	0	
orth	Ignis	lat	
foreign	feu	fra	
entry	Ignis sacer	0	
orth	Ignis sacer	lat	
foreign	feu sacré	fra	
foreign	érysipèle	fra	
foreign	calvitie	fra	
entry	Ileon	0	
orth	Ileon	lat	
foreign	l’iléon	fra	
entry	Ileosus	0	
orth	Ileosus	lat	
foreign	sujet aux coliques	fra	
entry	Ileus	0	
orth	Ileus	lat	
foreign	l’iléus	fra	
entry	Ilex	0	
orth	Ilex	lat	
foreign	le houx	fra	
entry	Ilia	0	
orth	Ilia	lat	
foreign	les flancs	fra	
entry	Illacrymatio	0	
orth	Illacrymatio	lat	
foreign	épiphora	fra	
foreign	larmoiement	fra	
entry	Illisio aquæ	0	
orth	Illisio aquæ	lat	
foreign	douche	fra	
entry	Illitio	0	
orth	Illitio	lat	
foreign	onction	fra	
entry	Imbricatus	0	
orth	Imbricatus	lat	
foreign	imbriqué	fra	
entry	Immersio	0	
orth	Immersio	lat	
foreign	immersion	fra	
entry	Impetiginosus	0	
orth	Impetiginosus	lat	
foreign	impétigineux	fra	
entry	Impetigo	0	
orth	Impetigo	lat	
foreign	gale	fra	
foreign	dartre	fra	
entry	Impraeputiatus	0	
orth	Impraeputiatus	lat	
foreign	circoncis	fra	
entry	Impubes	0	
orth	Impubes	lat	
foreign	qui n’a pas de poils	fra	
entry	Inania	0	
orth	Inania	lat	
foreign	inanition	fra	
entry	Incantamentum	0	
orth	Incantamentum	lat	
foreign	incantation	fra	
entry	Incarnatio	0	
orth	Incarnatio	lat	
foreign	incarnation	fra	
entry	Incerare	0	
orth	Incerare	lat	
foreign	enduire de cire	fra	
entry	Incessus	0	
orth	Incessus	lat	
foreign	marche	fra	
entry	Incidens	0	
orth	Incidens	lat	
foreign	incisif	fra	
entry	Incitabilis	0	
orth	Incitabilis	lat	
foreign	excitable	fra	
entry	Incoctio	0	
orth	Incoctio	lat	
foreign	décoction	fra	
entry	Incontinens	0	
orth	Incontinens	lat	
foreign	qui ne retient pas	fra	
entry	Incontinentia	0	
orth	Incontinentia	lat	
foreign	incontinence	fra	
entry	Incrassans	0	
orth	Incrassans	lat	
foreign	incrassant	fra	
entry	Incrustatio	0	
orth	Incrustatio	lat	
foreign	incrustation	fra	
entry	Incubatio, incubitus	0	
orth	Incubatio	lat	
orth	incubitus	lat	
foreign	incubation	fra	
entry	Incubus, incubo	0	
orth	Incubus	lat	
orth	incubo	lat	
foreign	incube	fra	
foreign	cauchemar	fra	
entry	Incumbens	0	
orth	Incumbens	lat	
foreign	incombant	fra	
entry	Incus, os incudis	0	
orth	Incus	lat	
orth	os incudis	lat	
foreign	l’enclume	fra	
entry	Index	0	
orth	Index	lat	
foreign	l’index	fra	
entry	Indicans	0	
orth	Indicans	lat	
foreign	indicant	fra	
entry	Indicatio	0	
orth	Indicatio	lat	
foreign	l’indication	fra	
entry	Indicatura	0	
orth	Indicatura	lat	
foreign	indice	fra	
foreign	symptôme	fra	
entry	Indigena, indigenus	0	
orth	Indigena	lat	
orth	indigenus	lat	
foreign	indigène	fra	
entry	Indigestibilis	0	
orth	Indigestibilis	lat	
foreign	indigeste	fra	
entry	Indigestio	0	
orth	Indigestio	lat	
foreign	indigestion	fra	
entry	Indigestus	0	
orth	Indigestus	lat	
foreign	indigeste	fra	
entry	Inductura	0	
orth	Inductura	lat	
foreign	topique	fra	
entry	Induratus	0	
orth	Induratus	lat	
foreign	induré	fra	
entry	Inedia	0	
orth	Inedia	lat	
foreign	privation de nourriture	fra	
foreign	diète	fra	
entry	Inertia	0	
orth	Inertia	lat	
foreign	inertie	fra	
entry	Infans	0	
orth	Infans	lat	
foreign	enfant	fra	
entry	Infanticida	0	
orth	Infanticida	lat	
foreign	infanticide	fra	
entry	Infanticidium	0	
orth	Infanticidium	lat	
foreign	meurtre d’un enfant	fra	
entry	Infibulatio	0	
orth	Infibulatio	lat	
foreign	bouclement	fra	
entry	Infirmus	0	
orth	Infirmus	lat	
foreign	malade	fra	
entry	Inflammatio	0	
orth	Inflammatio	lat	
foreign	inflammation	fra	
foreign	phlegmasie	fra	
entry	Inflatio	0	
orth	Inflatio	lat	
foreign	enflure	fra	
foreign	gonflement	fra	
entry	Inflexus	0	
orth	Inflexus	lat	
foreign	inflexion de la voix	fra	
entry	Infundibuliformis	0	
orth	Infundibuliformis	lat	
foreign	infundibuliforme	fra	
entry	Infundibulum	0	
orth	Infundibulum	lat	
foreign	entonnoir	fra	
entry	Infusio	0	
orth	Infusio	lat	
entry	Ingluvies	0	
orth	Ingluvies	lat	
foreign	jabot	fra	
entry	Ingesta	0	
orth	Ingesta	lat	
foreign	les ingesta	fra	
entry	Inguen	0	
orth	Inguen	lat	
foreign	aine	fra	
entry	Inguinalis	0	
orth	Inguinalis	lat	
foreign	inguinal	fra	
entry	Innatus	0	
orth	Innatus	lat	
foreign	inné	fra	
entry	Innominatus	0	
orth	Innominatus	lat	
foreign	innominé	fra	
entry	Inoculatio	0	
orth	Inoculatio	lat	
foreign	ente en écusson	fra	
entry	Inquietudo	0	
orth	Inquietudo	lat	
foreign	anxiété	fra	
foreign	malaise	fra	
entry	Insalubris	0	
orth	Insalubris	lat	
foreign	insalubre	fra	
entry	Insanabilis	0	
orth	Insanabilis	lat	
foreign	incurable	fra	
entry	Insania, insanitas	0	
orth	Insania	lat	
orth	insanitas	lat	
foreign	démence	fra	
foreign	manie	fra	
entry	Insecabilia corpora	0	
orth	Insecabilia corpora	lat	
foreign	atomes	fra	
entry	Insectum	0	
orth	Insectum	lat	
foreign	insecte	fra	
entry	Insectura	0	
orth	Insectura	lat	
foreign	incision	fra	
entry	Inserere	0	
orth	Inserere	lat	
foreign	greffer	fra	
foreign	implanter	fra	
entry	Insertio	0	
orth	Insertio	lat	
foreign	insertion	fra	
foreign	greffe	fra	
entry	Insipientia	0	
orth	Insipientia	lat	
foreign	démence	fra	
entry	Insitio	0	
orth	Insitio	lat	
foreign	greffe	fra	
entry	Insolatio	0	
orth	Insolatio	lat	
foreign	insolation	fra	
entry	Insomnietas, insomnia	0	
orth	Insomnietas	lat	
orth	insomnia	lat	
foreign	insomnie	fra	
entry	Insomnium	0	
orth	Insomnium	lat	
foreign	songe	fra	
entry	Inspectivus	0	
orth	Inspectivus	lat	
foreign	spéculatif	fra	
entry	Inspiratio	0	
orth	Inspiratio	lat	
foreign	inspiration	fra	
entry	Inspissatus	0	
orth	Inspissatus	lat	
foreign	épaissi	fra	
entry	Instillatio	0	
orth	Instillatio	lat	
foreign	instillation	fra	
entry	Instinctus	0	
orth	Instinctus	lat	
foreign	instinct	fra	
entry	Instita	0	
orth	Instita	lat	
foreign	bande	fra	
entry	Instrumentum	0	
orth	Instrumentum	lat	
foreign	instrument	fra	
entry	Insufflatio	0	
orth	Insufflatio	lat	
foreign	insufflation	fra	
entry	Intactilis	0	
orth	Intactilis	lat	
foreign	intactile	fra	
entry	Integumentum	0	
orth	Integumentum	lat	
foreign	tégument	fra	
entry	Intellectualis	0	
orth	Intellectualis	lat	
foreign	intellectuel	fra	
entry	Intellectualitas	0	
orth	Intellectualitas	lat	
foreign	intellectüalité	fra	
entry	Intellectus	0	
orth	Intellectus	lat	
foreign	intellect	fra	
entry	Intemperies	0	
orth	Intemperies	lat	
foreign	intempérie	fra	
entry	Intercalatio	0	
orth	Intercalatio	lat	
foreign	intercalation	fra	
entry	Intercidentia	0	
orth	Intercidentia	lat	
foreign	intercadence	fra	
entry	Intercilium	0	
orth	Intercilium	lat	
foreign	entre-deux des sourcils	fra	
entry	Intercurrens	0	
orth	Intercurrens	lat	
foreign	intercurrent	fra	
entry	Intercus aqua	0	
orth	Intercus aqua	lat	
foreign	anasarque	fra	
entry	Intermissio	0	
orth	Intermissio	lat	
foreign	intermission	fra	
entry	Intermittens	0	
orth	Intermittens	lat	
foreign	intermittent	fra	
entry	Internuntii dies	0	
orth	Internuntii dies	lat	
foreign	jours critiques	fra	
entry	Intersectio	0	
orth	Intersectio	lat	
foreign	opération césarienne	fra	
entry	Interstitium	0	
orth	Interstitium	lat	
foreign	interstice	fra	
entry	Intertrigo	0	
orth	Intertrigo	lat	
foreign	écorchure	fra	
entry	Intestinum	0	
orth	Intestinum	lat	
foreign	intestin	fra	
entry	Intolerantia	0	
orth	Intolerantia	lat	
foreign	intolérance	fra	
entry	Intrita	0	
orth	Intrita	lat	
foreign	panade	fra	
entry	Intumescentia	0	
orth	Intumescentia	lat	
foreign	intumescence	fra	
entry	Inula	0	
orth	Inula	lat	
foreign	année	fra	
entry	Inunctio	0	
orth	Inunctio	lat	
foreign	Uniment	fra	
entry	Involucrum	0	
orth	Involucrum	lat	
foreign	involucre	fra	
entry	Involutus	0	
orth	Involutus	lat	
foreign	involuté	fra	
entry	Iotacismus	0	
orth	Iotacismus	lat	
foreign	iotacisme	fra	
entry	Iris	0	
orth	Iris	lat	
foreign	iris (plante)	fra	
entry	Irritabilitas	0	
orth	Irritabilitas	lat	
foreign	irritabilité	fra	
entry	Ischiadicus	0	
orth	Ischiadicus	lat	
foreign	ischiadique	fra	
entry	Ischias	0	
orth	Ischias	lat	
foreign	la sciatique	fra	
entry	Ischuria	0	
orth	Ischuria	lat	
foreign	ischurie	fra	
pb	1717	1731	
entry	Isthmus gutturis	0	
orth	Isthmus gutturis	lat	
foreign	l’isthme du pharynx	fra	
entry	Iulus	0	
orth	Iulus	lat	
foreign	chaton	fra	
entry	Jactatio	0	
orth	Jactatio	lat	
foreign	jactation	fra	
entry	Jecinorosus	0	
orth	Jecinorosus	lat	
foreign	qui a te foie malade	fra	
entry	Jecoralis	0	
orth	Jecoralis	lat	
foreign	de foie	fra	
entry	Jecur	0	
orth	Jecur	lat	
foreign	foie	fra	
entry	Jejunium	0	
orth	Jejunium	lat	
foreign	jeûne	fra	
entry	Jejunum	0	
orth	Jejunum	lat	
foreign	jéjunum	fra	
entry	Jugale os	0	
orth	Jugale os	lat	
foreign	os de la pommette	fra	
entry	Juglans	0	
orth	Juglans	lat	
foreign	le noyer	fra	
entry	Jugulum	0	
orth	Jugulum	lat	
foreign	gorge	fra	
entry	Juniperus	0	
orth	Juniperus	lat	
foreign	genévrier	fra	
entry	Jusculum	0	
orth	Jusculum	lat	
foreign	bouillon	fra	
entry	Juventa	0	
orth	Juventa	lat	
foreign	jeunesse	fra	
entry	Juxtapositus	0	
orth	Juxtapositus	lat	
foreign	juxtaposé	fra	
entry	Labiosus	0	
orth	Labiosus	lat	
foreign	qui a de grosses lèvres	fra	
entry	Labium, labrum	0	
orth	Labium	lat	
orth	labrum	lat	
foreign	lèvre	fra	
entry	Labyrinthus	0	
orth	Labyrinthus	lat	
foreign	labyrinthe (oreille interne)	fra	
entry	Lac	0	
orth	Lac	lat	
foreign	lait	fra	
entry	Lacertus	0	
orth	Lacertus	lat	
foreign	la partie supérieure du bras	fra	
entry	Lacini'atus	0	
orth	Lacini'atus	lat	
foreign	lacinié	fra	
entry	Lacryma	0	
orth	Lacryma	lat	
foreign	larme	fra	
entry	Lacrymalis	0	
orth	Lacrymalis	lat	
foreign	lacrymal	fra	
entry	Os lacrymale	0	
orth	Os lacrymale	lat	
foreign	os unguis	fra	
entry	Lacrymatio	0	
orth	Lacrymatio	lat	
foreign	larmoiement	fra	
entry	Lactantia	0	
orth	Lactantia	lat	
foreign	laitage	fra	
entry	Lactatio	0	
orth	Lactatio	lat	
foreign	allaitement	fra	
entry	Lactes	0	
orth	Lactes	lat	
foreign	intestin grêle	fra	
foreign	laitance	fra	
entry	Lacteus	0	
orth	Lacteus	lat	
foreign	lacté	fra	
foreign	laiteux	fra	
entry	Lactifer	0	
orth	Lactifer	lat	
foreign	lactifère	fra	
entry	Lactuca	0	
orth	Lactuca	lat	
foreign	laitue	fra	
entry	Ladanum	0	
orth	Ladanum	lat	
foreign	ladanum	fra	
entry	Læsio	0	
orth	Læsio	lat	
foreign	lésion	fra	
entry	Lævigatio	0	
orth	Lævigatio	lat	
foreign	lévigation	fra	
entry	Lævitas intestinorum	0	
orth	Lævitas intestinorum	lat	
foreign	lientérie	fra	
entry	Lagochilus	0	
orth	Lagochilus	lat	
foreign	bec de lièvre	fra	
entry	Lallatio	0	
orth	Lallatio	lat	
foreign	lallation	fra	
entry	Lambdacismus	0	
orth	Lambdacismus	lat	
foreign	lambdacisme	fra	
entry	Lambdoides	0	
orth	Lambdoides	lat	
foreign	lambdoide	fra	
entry	Lanceolatus	0	
orth	Lanceolatus	lat	
foreign	lancéolé	fra	
entry	Languor	0	
orth	Languor	lat	
foreign	langueur	fra	
entry	Lanuginosus	0	
orth	Lanuginosus	lat	
foreign	lanugineux	fra	
entry	Lapidosus	0	
orth	Lapidosus	lat	
foreign	pierreux	fra	
entry	Lapidosum os	0	
orth	Lapidosum os	lat	
foreign	le rocher	fra	
entry	Lapis	0	
orth	Lapis	lat	
foreign	pierre	fra	
entry	Lappa	0	
orth	Lappa	lat	
foreign	bar dane	fra	
entry	Lassitudo	0	
orth	Lassitudo	lat	
foreign	lassitude	fra	
entry	Lateralis morbus	0	
orth	Lateralis morbus	lat	
foreign	pleurésie	fra	
entry	Latratus	0	
orth	Latratus	lat	
foreign	aboiement	fra	
entry	Latus	0	
orth	Latus	lat	
foreign	côté	fra	
foreign	flanc	fra	
entry	Laurus	0	
orth	Laurus	lat	
foreign	laurier	fra	
entry	Lavacrum	0	
orth	Lavacrum	lat	
foreign	bain	fra	
entry	Lavatio	0	
orth	Lavatio	lat	
foreign	bain	fra	
foreign	lotion	fra	
entry	Laxans, laxativus	0	
orth	Laxans	lat	
orth	laxativus	lat	
foreign	laxatif	fra	
entry	Legumen	0	
orth	Legumen	lat	
foreign	gousse	fra	
entry	Leguminosus	0	
orth	Leguminosus	lat	
foreign	légumineux	fra	
entry	Lemæ	0	
orth	Lemæ	lat	
foreign	chassie	fra	
entry	Leniens	0	
orth	Leniens	lat	
foreign	lénitif	fra	
entry	Lenticularis	0	
orth	Lenticularis	lat	
foreign	lenticulaire	fra	
entry	Lentiginosus	0	
orth	Lentiginosus	lat	
foreign	couvert de taches de rousseur	fra	
entry	Lentigines	0	
orth	Lentigines	lat	
foreign	taches de rousseur	fra	
entry	Lepidium	0	
orth	Lepidium	lat	
foreign	passerage	fra	
entry	Lepra	0	
orth	Lepra	lat	
foreign	lèpre	fra	
entry	Leprosus	0	
orth	Leprosus	lat	
foreign	lépreux	fra	
foreign	ladre	fra	
entry	Leptomeres	0	
orth	Leptomeres	lat	
entry	Leptynticus	0	
orth	Leptynticus	lat	
foreign	atténuant	fra	
entry	Lethalis	0	
orth	Lethalis	lat	
foreign	mortel	fra	
foreign	qui donne la mort	fra	
entry	Lethargia, lethargus	0	
orth	Lethargia	lat	
orth	lethargus	lat	
foreign	léthargie	fra	
entry	Lethargicus	0	
orth	Lethargicus	lat	
foreign	léthargique	fra	
entry	Levamentum	0	
orth	Levamentum	lat	
foreign	soulagement	fra	
entry	Levatores musculi	0	
orth	Levatores musculi	lat	
foreign	muscles releveurs	fra	
entry	Lexipyretus	0	
orth	Lexipyretus	lat	
foreign	fébrifuge	fra	
entry	Lexipyrexia	0	
orth	Lexipyrexia	lat	
foreign	apyrexie	fra	
entry	Liber	0	
orth	Liber	lat	
foreign	le liber	fra	
entry	Lichen 	0	
orth	Lichen 	lat	
foreign	(planté)	fra	
foreign	lichen	fra	
entry	Lichen	0	
orth	Lichen	lat	
foreign	maladie de la peau	fra	
entry	Lien	0	
orth	Lien	lat	
foreign	rate	fra	
entry	Lienosus	0	
orth	Lienosus	lat	
foreign	splénétique	fra	
entry	Lienteria	0	
orth	Lienteria	lat	
foreign	lientérie	fra	
entry	Ligamen	0	
orth	Ligamen	lat	
foreign	bandage	fra	
entry	Ligamentum	0	
orth	Ligamentum	lat	
foreign	ligament	fra	
entry	Ligatura	0	
orth	Ligatura	lat	
foreign	ligature	fra	
entry	Lignosus	0	
orth	Lignosus	lat	
foreign	ligneux	fra	
entry	Lignum	0	
orth	Lignum	lat	
foreign	bois	fra	
entry	Ligusticum	0	
orth	Ligusticum	lat	
foreign	livèche	fra	
entry	Liliaceus	0	
orth	Liliaceus	lat	
foreign	de lis	fra	
entry	Lilium	0	
orth	Lilium	lat	
foreign	lis	fra	
entry	Limbus	0	
orth	Limbus	lat	
foreign	bord	fra	
entry	Limoctonia	0	
orth	Limoctonia	lat	
foreign	jeûne	fra	
foreign	abstinence	fra	
entry	Linamentum	0	
orth	Linamentum	lat	
foreign	charpie	fra	
entry	Linctus	0	
orth	Linctus	lat	
foreign	looch	fra	
entry	Lingua	0	
orth	Lingua	lat	
foreign	langue	fra	
entry	Lingualis	0	
orth	Lingualis	lat	
foreign	lingual	fra	
entry	Linimen	0	
orth	Linimen	lat	
foreign	Uniment	fra	
entry	Linteamen	0	
orth	Linteamen	lat	
foreign	plumasseau	fra	
entry	Linteola concerpta	0	
orth	Linteola concerpta	lat	
foreign	charpie	fra	
entry	Linteum	0	
orth	Linteum	lat	
foreign	alèse	fra	
entry	Linum	0	
orth	Linum	lat	
foreign	lin	fra	
entry	Liparæ	0	
orth	Liparæ	lat	
foreign	emplâtres gras	fra	
entry	Lippidus	0	
orth	Lippidus	lat	
foreign	chassieux	fra	
entry	Lippitudo	0	
orth	Lippitudo	lat	
foreign	ophthalmie	fra	
foreign	chassie	fra	
foreign	lippitude	fra	
entry	Lippus	0	
orth	Lippus	lat	
foreign	chassieux	fra	
entry	Liquatio, liquefactio 	0	
orth	Liquatio	lat	
orth	liquefactio 	lat	
foreign	liquéfaction	fra	
entry	Liquefaciens	0	
orth	Liquefaciens	lat	
foreign	fondant	fra	
entry	Liquiditas	0	
orth	Liquiditas	lat	
foreign	liquidité	fra	
entry	Liquidus	0	
orth	Liquidus	lat	
foreign	liquide	fra	
entry	Lirinon	0	
orth	Lirinon	lat	
foreign	huile de lis	fra	
entry	Lithargyrus	0	
orth	Lithargyrus	lat	
foreign	litharge	fra	
entry	Litus	0	
orth	Litus	lat	
foreign	Uniment	fra	
entry	Livor	0	
orth	Livor	lat	
foreign	contusion	fra	
foreign	meurtrissure	fra	
entry	Lixiviatio	0	
orth	Lixiviatio	lat	
foreign	lixiviation	fra	
entry	Lochia	0	
orth	Lochia	lat	
foreign	lochies	fra	
entry	Loci, loca	0	
orth	Loci	lat	
orth	loca	lat	
foreign	utérus	fra	
entry	Loculamentum	0	
orth	Loculamentum	lat	
foreign	cellule	fra	
foreign	loge	fra	
foreign	alvéole	fra	
entry	Logica medicina	0	
orth	Logica medicina	lat	
foreign	la médecine théorique	fra	
entry	Longano	0	
orth	Longano	lat	
foreign	le rectum	fra	
entry	Loquacitas	0	
orth	Loquacitas	lat	
foreign	loquacité	fra	
entry	Lotio	0	
orth	Lotio	lat	
foreign	lotion	fra	
entry	Lotium	0	
orth	Lotium	lat	
foreign	urine	fra	
entry	Lues	0	
orth	Lues	lat	
foreign	contagion	fra	
entry	Lumbago	0	
orth	Lumbago	lat	
foreign	lombago	fra	
entry	Lumbaris	0	
orth	Lumbaris	lat	
foreign	lombaire	fra	
entry	Lumbi	0	
orth	Lumbi	lat	
foreign	lombes	fra	
entry	Lumbricosus	0	
orth	Lumbricosus	lat	
foreign	qui a des lombrics	fra	
entry	Lumbricus	0	
orth	Lumbricus	lat	
foreign	lombric	fra	
foreign	ver	fra	
entry	Lunaticus	0	
orth	Lunaticus	lat	
foreign	lunatique	fra	
entry	Lunula	0	
orth	Lunula	lat	
foreign	lunule	fra	
entry	Lupinus	0	
orth	Lupinus	lat	
foreign	lupin	fra	
entry	Luscus	0	
orth	Luscus	lat	
foreign	borgne	fra	
entry	Lutamentum	0	
orth	Lutamentum	lat	
foreign	action de luter	fra	
entry	Lutum	0	
orth	Lutum	lat	
foreign	lut	fra	
entry	Luxatio	0	
orth	Luxatio	lat	
foreign	luxation	fra	
entry	Lympha	0	
orth	Lympha	lat	
foreign	eau	fra	
entry	Lymphaticus	0	
orth	Lymphaticus	lat	
foreign	qui a le délire	fra	
entry	Lymphationes	0	
orth	Lymphationes	lat	
foreign	visions	fra	
entry	Lyra	0	
