object			
volume	07399	Castelli	1746
entry	Lingula	0	
orth	Lingula		
ref	Ligula.		
entry	Linimentum	1	
orth	Linimentum		
pb	0461	0469	
ref	Aleipha.		
entry	Linteum	0	
orth	Linteum		
entry	Linum	0	
orth	Linum		
entry	Lipa	0	
orth	Lipa		
entry	Liparis	0	
orth	Liparis		
entry	Lipodermus	0	
orth	Lipodermus		
entry	Lipopsychia	0	
orth	Lipopsychia		
entry	Liporrhinos	0	
orth	Liporrhinos		
entry	Lipos	0	
orth	Lipos		
entry	Lipothymia	0	
orth	Lipothymia		
entry	Lippa	0	
orth	Lippa		
entry	Lippitudo	0	
orth	Lippitudo		
ref	Ophthalmia.		
entry	Lipurgia	0	
orth	Lipurgia		
entry	Liquabilis	0	
orth	Liquabilis		
entry	Liquamen	0	
orth	Liquamen		
entry	Liquamumia	0	
orth	Liquamumia		
entry	Liquatio	0	
orth	Liquatio		
entry	Liquefactio	0	
orth	Liquefactio		
entry	Liquidambra	0	
orth	Liquidambra		
entry	Liquidus	0	
orth	Liquidus		
ref	Enarges.		
entry	Liquor	1	
orth	Liquor		
pb	0462	0470	
entry	Lira	0	
orth	Lira		
entry	Lirium	0	
orth	Lirium		
entry	Lite	0	
orth	Lite		
entry	Litera	0	
orth	Litera		
entry	Lithagogus	0	
orth	Lithagogus		
entry	Lithanthrax	0	
orth	Lithanthrax		
ref	Bl.umen.		
entry	Lithargyros	0	
orth	Lithargyros		
ref	Argyritis		
entry	Lithiasis	1	
orth	Lithiasis		
pb	0463	0471	
entry	Lithocolla	0	
orth	Lithocolla		
entry	Lithocolum	0	
orth	Lithocolum		
entry	Lithoeides	0	
orth	Lithoeides		
entry	Litholabon	0	
orth	Litholabon		
entry	Lithonthrypticos	0	
orth	Lithonthrypticos		
entry	Lithopaedion	0	
orth	Lithopaedion		
entry	Lithos	0	
orth	Lithos		
entry	Lithostroton	0	
orth	Lithostroton		
entry	Lithotomia	0	
orth	Lithotomia		
entry	Litim	0	
orth	Litim		
entry	Litos	0	
orth	Litos		
entry	Litra	0	
orth	Litra		
ref	Libra.		
entry	Litron	0	
orth	Litron		
ref	Nitrum,		
entry	Littera	0	
orth	Littera		
ref	Litera.		
entry	Litteristum	0	
orth	Litteristum		
entry	Littus	0	
orth	Littus		
entry	Lividus	1	
orth	Lividus		
pb	0464	0472	
entry	Livor	0	
orth	Livor		
ref	Invidia.		
entry	Lixivium	0	
orth	Lixivium		
ref	Coiua.		
entry	Lixivum	0	
orth	Lixivum		
entry	Lixus	0	
orth	Lixus		
entry	Lobellus	0	
orth	Lobellus		
entry	Lobeomae	0	
orth	Lobeomae		
entry	Lobos	0	
orth	Lobos		
entry	Localis	0	
orth	Localis		
entry	Loch	0	
orth	Loch		
entry	Lochia	0	
orth	Lochia		
entry	Loculamentum	0	
orth	Loculamentum		
entry	Locus	0	
orth	Locus		
ref	Chora. Locus Pharma* cetuicus		
entry	Locusta	1	
orth	Locusta		
pb	0465	0473	
entry	Locutio	0	
orth	Locutio		
ref	Lalia, Locutio		
entry	Loemodes	0	
orth	Loemodes		
entry	Loemos	0	
orth	Loemos		
entry	Loemotomia	0	
orth	Loemotomia		
entry	Logaporum	0	
orth	Logaporum		
entry	Logas	0	
orth	Logas		
entry	Logiatros	0	
orth	Logiatros		
entry	Logicus	0	
orth	Logicus		
entry	Logismos	0	
orth	Logismos		
entry	Logodiarrhoea	0	
orth	Logodiarrhoea		
pb	0466	0474	
entry	Logos	0	
orth	Logos		
entry	Logosophia	0	
orth	Logosophia		
entry	Loligo	0	
orth	Loligo		
entry	Lolius	0	
orth	Lolius		
ref	Loligo. .		
entry	Lombardorum	0	
orth	Lombardorum		
ref	Harpa, Harpyia.		
entry	Lomentum	0	
orth	Lomentum		
entry	Longaevus	0	
orth	Longaevus		
entry	Longaot	0	
orth	Longaot		
entry	Longurius	0	
orth	Longurius		
entry	Longus	0	
orth	Longus		
entry	Lo	0	
orth	Lo		
entry	Lophadia	0	
orth	Lophadia		
entry	Lophao	0	
orth	Lophao		
entry	Lophos	0	
orth	Lophos		
ref	Crista.		
entry	Lopimos	0	
orth	Lopimos		
entry	Lopos	0	
orth	Lopos		
entry	Loppa	0	
orth	Loppa		
ref	Th. Chym. Vol.		
entry	Loquacitas	0	
orth	Loquacitas		
entry	Loquela	0	
orth	Loquela		
ref	Locutio.		
entry	Lora	0	
orth	Lora		
entry	Lorcha	0	
orth	Lorcha		
entry	Lordos	1	
orth	Lordos		
pb	0467	0475	
entry	Lorica	0	
orth	Lorica		
entry	Lorinde	0	
orth	Lorinde		
entry	Lorrhet	0	
orth	Lorrhet		
entry	Lorum	0	
orth	Lorum		
entry	Lorus	0	
orth	Lorus		
entry	Lot	0	
orth	Lot		
entry	Lotio	0	
orth	Lotio		
ref	Lavatio. Balneum.		
entry	Lotium	0	
orth	Lotium		
ref	Urina.		
entry	Lotura	0	
orth	Lotura		
ref	Plyma		
entry	Loxia	0	
orth	Loxia		
entry	Loxos	0	
orth	Loxos		
entry	Lozonga	0	
orth	Lozonga		
ref	Morsulus.		
entry	Luban	0	
orth	Luban		
ref	Thus.		
entry	Lubricitas	0	
orth	Lubricitas		
ref	Diacinema.		
entry	Lucanus	0	
orth	Lucanus		
ref	Carabos.		
entry	Lucerna	0	
orth	Lucerna		
entry	Lucidus	0	
orth	Lucidus		
ref	Diaphanes. Lucida urina		
entry	Lucius	0	
orth	Lucius		
entry	Lucta	1	
orth	Lucta		
pb	0468	0476	
entry	Luctuosus	0	
orth	Luctuosus		
ref	Clattthmexizo. 6. aph.		
entry	Lucubratio	0	
orth	Lucubratio		
entry	Lucumoriana dormitio	0	
orth	Lucumoriana dormitio		
entry	Ludus	0	
orth	Ludus		
ref	Dogmat. Nostra Med. Gen. P. V. cap.		
entry	Lues	0	
orth	Lues		
ref	Gallicus.		
entry	Lumbalis	0	
orth	Lumbalis		
entry	Lumbricales	0	
orth	Lumbricales		
entry	Lumbricus	0	
orth	Lumbricus		
entry	Lumbus	0	
orth	Lumbus		
entry	Lumen	0	
orth	Lumen		
entry	Luminaris	0	
orth	Luminaris		
entry	Luna	1	
orth	Luna		
pb	0469	0477	
ref	Argentum. Luna compacta		
entry	Lunaetria	0	
orth	Lunaetria		
entry	Lunaria	0	
orth	Lunaria		
entry	Lunificus	0	
orth	Lunificus		
entry	Luo	0	
orth	Luo		
ref	Lotio.		
entry	Lupia	0	
orth	Lupia		
entry	Lupinus	0	
orth	Lupinus		
entry	Lupus	0	
orth	Lupus		
entry	Lurco	0	
orth	Lurco		
entry	Luridus	0	
orth	Luridus		
entry	Lus	0	
orth	Lus		
entry	Luscinia	0	
orth	Luscinia		
entry	Lusciosus	1	
orth	Lusciosus		
pb	0470	0478	
entry	Lustramentum	0	
orth	Lustramentum		
entry	Lustum	0	
orth	Lustum		
entry	Lutatio	0	
orth	Lutatio		
ref	Lutum.		
entry	Lutea	0	
orth	Lutea		
entry	Luteus	0	
orth	Luteus		
ref	Flavus.		
entry	Lutigradus	0	
orth	Lutigradus		
entry	Lutra	0	
orth	Lutra		
entry	Lutron	0	
orth	Lutron		
ref	Balneum.		
entry	Lutum	0	
orth	Lutum		
entry	Lux	0	
orth	Lux		
entry	Luxatio	0	
orth	Luxatio		
ref	Ecptoma, Exarthroma.		
entry	Luxuria	0	
orth	Luxuria		
entry	Luxus	0	
orth	Luxus		
entry	Luz	0	
orth	Luz		
entry	Lycanthropia	1	
orth	Lycanthropia		
pb	0471	0479	
entry	Lycaon	0	
orth	Lycaon		
entry	Lychnion	0	
orth	Lychnion		
entry	Lychnomachaera	0	
orth	Lychnomachaera		
entry	Lycium	0	
orth	Lycium		
entry	Lycoides	0	
orth	Lycoides		
entry	Lycos	0	
orth	Lycos		
ref	Lupus.		
entry	Lydius	0	
orth	Lydius		
entry	Lygismos	0	
orth	Lygismos		
entry	Lygmos	0	
orth	Lygmos		
entry	Lyma	0	
orth	Lyma		
entry	Lyme	0	
orth	Lyme		
entry	Lympha	1	
orth	Lympha		
pb	0472	0480	
entry	Lymphaeductus	0	
orth	Lymphaeductus		
ref	Lympha.		
entry	Lynceus	0	
orth	Lynceus		
entry	Lyncurion	0	
orth	Lyncurion		
ref	Belenites,		
ref	Lygmos.		
entry	Lynx	0	
orth	Lynx		
entry	Lyo	0	
orth	Lyo		
ref	Lysis.		
entry	Lype	0	
orth	Lype		
entry	Lypiria	0	
orth	Lypiria		
ref	Leipyrias.		
entry	Lypros	0	
orth	Lypros		
entry	Lyra	0	
orth	Lyra		
entry	Lysia	0	
orth	Lysia		
entry	Lysigyia	0	
orth	Lysigyia		
entry	Lysiponion	0	
orth	Lysiponion		
entry	Lysis	1	
orth	Lysis		
pb	0473	0481	
ref	Solutio.		
entry	Lysisomateo	0	
orth	Lysisomateo		
entry	Lysiteles	0	
orth	Lysiteles		
entry	Lyssa	0	
orth	Lyssa		
ref	Hydrophobia.		
entry	Lyssodectos	0	
orth	Lyssodectos		
entry	Lyterios	0	
orth	Lyterios		
entry	Lythron	0	
orth	Lythron		
entry	Lyzo	0	
orth	Lyzo		
entry	Mvi	0	
orth	Mvi		
entry	Macedonicus	0	
orth	Macedonicus		
entry	Macer	0	
orth	Macer		
entry	Macer	0	
orth	Macer		
ref	Ischnos, Gracilis.		
entry	Maceratio	0	
orth	Maceratio		
ref	Uqitatio.		
entry	Macha	0	
orth	Macha		
entry	Machaerion	0	
orth	Machaerion		
entry	Machal	0	
orth	Machal		
entry	Machaon	0	
orth	Machaon		
entry	Machina	1	
orth	Machina		
ref	Bathron.		
pb	0474	0482	
ref	Mechanicus.		
entry	Machis	0	
orth	Machis		
entry	Macies	0	
orth	Macies		
ref	Gracilis, Isehnos.		
entry	Macrauchen	0	
orth	Macrauchen		
entry	Macrocephalos	0	
orth	Macrocephalos		
entry	Macrocosmos	0	
orth	Macrocosmos		
ref	Mundus.		
entry	Maiorophysocephalus	0	
orth	Maiorophysocephalus		
entry	Macropnus	0	
orth	Macropnus		
entry	Macros	0	
orth	Macros		
entry	Macrosceles	0	
orth	Macrosceles		
entry	Macula	0	
orth	Macula		
ref	Exanthema.		
entry	Madaros	0	
orth	Madaros		
entry	Madefactio	0	
orth	Madefactio		
entry	Madelcon	0	
orth	Madelcon		
entry	Madic	0	
orth	Madic		
entry	Madisterion	0	
orth	Madisterion		
entry	Mador	1	
orth	Mador		
ref	Plados. Madida		
pb	0475	0483	
entry	Maea	0	
orth	Maea		
ref	Obstetrix.		
entry	Maena	0	
orth	Maena		
entry	Maeus	0	
orth	Maeus		
entry	Magale	0	
orth	Magale		
entry	Magdalia	0	
orth	Magdalia		
entry	Mageiros	0	
orth	Mageiros		
ref	Coquus.		
entry	Magia	0	
orth	Magia		
entry	Magis	0	
orth	Magis		
entry	Magister	0	
orth	Magister		
entry	Magisterium	2	
orth	Magisterium		
ref	Lacca.		
pb	0476	0484	
pb	0477	0485	
entry	Magistralis	0	
orth	Magistralis		
entry	Magma	0	
orth	Magma		
ref	Heaychroon.		
entry	Magnale	0	
orth	Magnale		
entry	Magnanimus	0	
orth	Magnanimus		
entry	Magnes	0	
orth	Magnes		
entry	Magnesia	0	
orth	Magnesia		
entry	Magneticus	1	
orth	Magneticus		
pb	0478	0486	
entry	Magnetinus	0	
orth	Magnetinus		
entry	Magnitudo	0	
orth	Magnitudo		
entry	Magorina	0	
orth	Magorina		
entry	Magorreum	0	
orth	Magorreum		
entry	Magos	0	
orth	Magos		
ref	Hephaefftas.		
entry	Magra	0	
orth	Magra		
entry	Maia	0	
orth	Maia		
entry	Mala	0	
orth	Mala		
entry	Malabathrum	0	
orth	Malabathrum		
entry	Malaceuneo	0	
orth	Malaceuneo		
entry	Malachites	0	
orth	Malachites		
entry	Malacia	0	
orth	Malacia		
ref	Pica.		
entry	Malacion	0	
orth	Malacion		
entry	Malacodermos	0	
orth	Malacodermos		
entry	Malacos	0	
orth	Malacos		
ref	Malacion. Vina mollia		
entry	Malacosarcos	0	
orth	Malacosarcos		
entry	Malacostraca	0	
orth	Malacostraca		
ref	Crusta.		
entry	Malacticos	0	
orth	Malacticos		
ref	Emolliens.		
entry	Malactos	0	
orth	Malactos		
entry	Malagma	1	
orth	Malagma		
pb	0479	0487	
entry	Malandria	0	
orth	Malandria		
entry	Malasso	0	
orth	Malasso		
entry	Malaxatus	0	
orth	Malaxatus		
ref	Malactos. Emolliuo.		
entry	Malazissatus	0	
orth	Malazissatus		
entry	Maleficium	0	
orth	Maleficium		
entry	Maler	0	
orth	Maler		
entry	Maleros	0	
orth	Maleros		
entry	Malevolentia	0	
orth	Malevolentia		
entry	Malicorium	0	
orth	Malicorium		
entry	Malignitas	0	
orth	Malignitas		
entry	Malitia	0	
orth	Malitia		
entry	Malleabilitas	0	
orth	Malleabilitas		
entry	Malleolus	0	
orth	Malleolus		
ref	Saphena.		
entry	Malleus	0	
orth	Malleus		
entry	Malos	0	
orth	Malos		
entry	Malta	0	
orth	Malta		
ref	Byne.		
entry	Maltha	0	
orth	Maltha		
entry	Malthacodes	0	
orth	Malthacodes		
entry	Malthacos	0	
orth	Malthacos		
ref	Malacos.		
entry	Malthacticos	0	
orth	Malthacticos		
pb	0480	0488	
entry	Malthaxis	0	
orth	Malthaxis		
entry	Maltheorum	0	
orth	Maltheorum		
entry	Malthodes	0	
orth	Malthodes		
entry	Malvasia	0	
orth	Malvasia		
entry	Malum	0	
orth	Malum		
ref	Melon, Malum		
entry	Mamma	0	
orth	Mamma		
entry	Mammaria	0	
orth	Mammaria		
entry	Mammilla	0	
orth	Mammilla		
ref	Mastoidei.		
entry	Mammillare	0	
orth	Mammillare		
entry	Manati	0	
orth	Manati		
entry	Mansrux	0	
orth	Mansrux		
entry	Mancitas	0	
orth	Mancitas		
ref	Cyllosl		
ref	Peros.		
entry	Mandibula	0	
orth	Mandibula		
entry	Manducatio	0	
orth	Manducatio		
entry	Mane	0	
orth	Mane		
entry	Manes	0	
orth	Manes		
entry	Manganese	0	
orth	Manganese		
entry	Mango	1	
orth	Mango		
pb	0481	0489	
entry	Mangonaria	0	
orth	Mangonaria		
entry	Manheb	0	
orth	Manheb		
entry	Mania	0	
orth	Mania		
entry	Manica	0	
orth	Manica		
entry	Manifestus	0	
orth	Manifestus		
ref	Deloo.		
entry	Maniodes	0	
orth	Maniodes		
entry	Manipulus	0	
orth	Manipulus		
entry	Manna	0	
orth	Manna		
ref	Libanotos;		
entry	Mannus	0	
orth	Mannus		
entry	Manschlacht	0	
orth	Manschlacht		
entry	Mansio	0	
orth	Mansio		
entry	Mansorius	0	
orth	Mansorius		
ref	Masseter.		
entry	Mantice	0	
orth	Mantice		
pb	0482	0490	
entry	Mantichora	0	
orth	Mantichora		
entry	Mantis	0	
orth	Mantis		
ref	Man-		
entry	Manuarius	0	
orth	Manuarius		
entry	Manubrium	0	
orth	Manubrium		
entry	Manucodiata	0	
orth	Manucodiata		
entry	Manus	0	
orth	Manus		
entry	Manutigium	0	
orth	Manutigium		
entry	Marasmos	0	
orth	Marasmos		
entry	Marasso	0	
orth	Marasso		
entry	Marathrum	0	
orth	Marathrum		
entry	Marcasita	0	
orth	Marcasita		
entry	Marcellium	0	
orth	Marcellium		
entry	Marched	0	
orth	Marched		
entry	Marciaton	0	
orth	Marciaton		
entry	Marcor	0	
orth	Marcor		
ref	Maras.mos.		
entry	Mardex	0	
orth	Mardex		
pb	0483	0491	
entry	Mare	0	
orth	Mare		
entry	Marga	0	
orth	Marga		
entry	Margarita	0	
orth	Margarita		
entry	Margos	0	
orth	Margos		
entry	Marile	0	
orth	Marile		
entry	Maris	0	
orth	Maris		
entry	Marisca	0	
orth	Marisca		
entry	Maritus	0	
orth	Maritus		
ref	Conjugatio.		
entry	Marmaryge	0	
orth	Marmaryge		
entry	Marmelada	0	
orth	Marmelada		
entry	Marmor	0	
orth	Marmor		
entry	Marmorata	0	
orth	Marmorata		
entry	Marmoreus	1	
orth	Marmoreus		
pb	0484	0492	
entry	Marmota	0	
orth	Marmota		
entry	Maaocostinum	0	
orth	Maaocostinum		
entry	Marogus	0	
orth	Marogus		
entry	Mars	0	
orth	Mars		
entry	Marsippon	0	
orth	Marsippon		
entry	Marsum	0	
orth	Marsum		
entry	Martach	0	
orth	Martach		
entry	Martagon	0	
orth	Martagon		
entry	Martech	0	
orth	Martech		
entry	Martes	0	
orth	Martes		
entry	Martianum	0	
orth	Martianum		
entry	Martius	0	
orth	Martius		
entry	Marucholeum	0	
orth	Marucholeum		
entry	Mas	0	
orth	Mas		
entry	Masca	0	
orth	Masca		
entry	Maschale	0	
orth	Maschale		
ref	Ala, Axilla, fWftKAxillaris		
entry	Maschalister	0	
orth	Maschalister		
entry	Masculinitas	0	
orth	Masculinitas		
entry	Maslach	0	
orth	Maslach		
entry	Massa	1	
orth	Massa		
pb	0485	0493	
entry	Massalioticon	0	
orth	Massalioticon		
entry	Massalis	0	
orth	Massalis		
entry	Masseter	0	
orth	Masseter		
entry	Masso	0	
orth	Masso		
entry	Masthles	0	
orth	Masthles		
entry	Masticatio	0	
orth	Masticatio		
entry	Masticatorium	0	
orth	Masticatorium		
entry	Mastiche	0	
orth	Mastiche		
entry	Mastichelaeon	0	
orth	Mastichelaeon		
entry	Masticot	0	
orth	Masticot		
entry	Mastoides	0	
orth	Mastoides		
entry	Mastos	0	
orth	Mastos		
ref	Mamrna.		
entry	Mastrupatio	0	
orth	Mastrupatio		
entry	Masucha	0	
orth	Masucha		
entry	Matalista	0	
orth	Matalista		
entry	Matalitium	0	
orth	Matalitium		
entry	Mater	1	
orth	Mater		
pb	0486	0494	
ref	Concha Margarita,		
entry	Materia	0	
orth	Materia		
ref	Hyle.		
entry	Materialista	0	
orth	Materialista		
entry	Materiatura	0	
orth	Materiatura		
entry	Matheooram	0	
orth	Matheooram		
entry	Mathema	0	
orth	Mathema		
entry	Matorium	0	
orth	Matorium		
entry	Matos	0	
orth	Matos		
entry	Matracium	0	
orth	Matracium		
entry	Matrimonium	0	
orth	Matrimonium		
entry	Matrix	0	
orth	Matrix		
ref	Hystera.		
entry	Matto	0	
orth	Matto		
entry	Matula	0	
orth	Matula		
entry	Maturatio	0	
orth	Maturatio		
ref	notas		
entry	Maturus	0	
orth	Maturus		
entry	Matutinus	1	
orth	Matutinus		
pb	0487	0495	
ref	Mane.		
entry	Maxeinos	0	
orth	Maxeinos		
entry	Maxilla	0	
orth	Maxilla		
ref	Gena, Gnathos.		
entry	Maza	0	
orth	Maza		
ref	Maffa.		
entry	Meatus	0	
orth	Meatus		
entry	Mechane	0	
orth	Mechane		
ref	Machina.		
entry	Mechanica	0	
orth	Mechanica		
entry	Mechanopoeotica	0	
orth	Mechanopoeotica		
entry	Mechili	0	
orth	Mechili		
entry	Mechoacanna	0	
orth	Mechoacanna		
entry	Meconium	0	
orth	Meconium		
entry	Mecos	0	
orth	Mecos		
entry	Medea	1	
orth	Medea		
pb	0488	0496	
entry	Medela	0	
orth	Medela		
ref	Cura.		
entry	Meueni	0	
orth	Meueni		
entry	Mediana	0	
orth	Mediana		
entry	Medianum	0	
orth	Medianum		
ref	Mesodme.		
entry	Medica	0	
orth	Medica		
entry	Medicamentum	0	
orth	Medicamentum		
entry	Medicaster	0	
orth	Medicaster		
entry	Medicatrina	0	
orth	Medicatrina		
ref	Iatreion.		
entry	Medicina	0	
orth	Medicina		
ref	Iatrtce.		
entry	Medicinales dies	0	
orth	Medicinales dies		
entry	Medicon	0	
orth	Medicon		
entry	Medicus	0	
orth	Medicus		
entry	Medimnos	1	
orth	Medimnos		
pb	0489	0497	
entry	Mediocritas	0	
orth	Mediocritas		
entry	Meditatio	0	
orth	Meditatio		
entry	Meditullium	0	
orth	Meditullium		
ref	Encardion.		
entry	Medius	0	
orth	Medius		
entry	Medo	0	
orth	Medo		
ref	Hydromeli.		
entry	Medulla	1	
orth	Medulla		
pb	0490	0498	
entry	Megaleion	0	
orth	Megaleion		
entry	Megalocoelos	0	
orth	Megalocoelos		
entry	Megalophonos	0	
orth	Megalophonos		
entry	Megalosplanchnos	0	
orth	Megalosplanchnos		
entry	Megalotechnos	0	
orth	Megalotechnos		
entry	Megas	0	
orth	Megas		
ref	Magnitudo.		
entry	Meio	0	
orth	Meio		
ref	Mictio.		
entry	Meiosis	0	
orth	Meiosis		
ref	Imminutio		
entry	Meiracion	0	
orth	Meiracion		
entry	Meiuros	0	
orth	Meiuros		
ref	Myuros.		
entry	Mel	0	
orth	Mel		
entry	Melaena	0	
orth	Melaena		
entry	Melanagoga	0	
orth	Melanagoga		
entry	Melanchloros	0	
orth	Melanchloros		
entry	Melancholia	1	
orth	Melancholia		
pb	0491	0499	
entry	Melancholicus	0	
orth	Melancholicus		
entry	Melanchrus	0	
orth	Melanchrus		
entry	Melanderinos	0	
orth	Melanderinos		
entry	Melanorrhizon	0	
orth	Melanorrhizon		
entry	Melanotriches	0	
orth	Melanotriches		
entry	Melan pharmacon	0	
orth	Melan pharmacon		
entry	Melanpsithium	0	
orth	Melanpsithium		
entry	Melanteria	0	
orth	Melanteria		
entry	Melanthelaeon	0	
orth	Melanthelaeon		
pb	0492	0500	
entry	Melanuros	0	
orth	Melanuros		
entry	Melaqnes	0	
orth	Melaqnes		
entry	Melas	0	
orth	Melas		
entry	Melasma	0	
orth	Melasma		
entry	Melasmos	0	
orth	Melasmos		
ref	Niger.		
entry	Melca	0	
orth	Melca		
entry	Mele	0	
orth	Mele		
ref	Speculum.		
entry	Meleagris	0	
orth	Meleagris		
entry	Meleagrius	0	
orth	Meleagrius		
entry	Melech	0	
orth	Melech		
entry	Meledaeno	0	
orth	Meledaeno		
entry	Meledon	0	
orth	Meledon		
entry	Meleios	0	
orth	Meleios		
entry	Melete	0	
orth	Melete		
entry	Melga	0	
orth	Melga		
entry	Meli	0	
orth	Meli		
entry	Melias	0	
orth	Melias		
entry	Melibocum	0	
orth	Melibocum		
entry	Meliceria	1	
orth	Meliceria		
pb	0493	0501	
entry	Meliceriola	0	
orth	Meliceriola		
entry	Meliceris	0	
orth	Meliceris		
entry	Melichroos	0	
orth	Melichroos		
entry	Melichros	0	
orth	Melichros		
entry	Melicraton	0	
orth	Melicraton		
ref	Hydromeli.		
entry	Meliedes	0	
orth	Meliedes		
entry	Melimelum	0	
orth	Melimelum		
entry	Melinus	0	
orth	Melinus		
entry	Melitea	0	
orth	Melitea		
entry	Melitera	0	
orth	Melitera		
entry	Melitismos	0	
orth	Melitismos		
entry	Melitites	0	
orth	Melitites		
entry	Melittoma	0	
orth	Melittoma		
entry	Mellago	0	
orth	Mellago		
entry	Mellisodium	0	
orth	Mellisodium		
entry	Mellosi	0	
orth	Mellosi		
entry	Melochites	0	
orth	Melochites		
entry	Melon	0	
orth	Melon		
entry	Meloplacus	1	
orth	Meloplacus		
pb	0494	0502	
entry	Melos	0	
orth	Melos		
ref	Membrum.		
entry	Melosina	0	
orth	Melosina		
entry	Melosis	0	
orth	Melosis		
entry	Melotis	0	
orth	Melotis		
entry	Melusi	0	
orth	Melusi		
entry	Membrana	0	
orth	Membrana		
ref	Hymen. Membranacearum parttum		
entry	Membrum	0	
orth	Membrum		
ref	Melos.		
entry	Membrum	0	
orth	Membrum		
entry	Memestomenos	0	
orth	Memestomenos		
entry	Memitha	0	
orth	Memitha		
entry	Memoratrix	0	
orth	Memoratrix		
entry	Memoria	0	
orth	Memoria		
entry	Memphites	0	
orth	Memphites		
entry	Men	1	
orth	Men		
pb	0495	0503	
ref	Menstruum.		
entry	Menagogus	0	
orth	Menagogus		
entry	Mendacium	0	
orth	Mendacium		
entry	Mendesion	0	
orth	Mendesion		
ref	Megaleion		
entry	Mendicus	0	
orth	Mendicus		
entry	Mendosus	0	
orth	Mendosus		
entry	Menfrige	0	
orth	Menfrige		
entry	Meningophylax	0	
orth	Meningophylax		
entry	Meninx	0	
orth	Meninx		
ref	Membrana, Hymen.		
entry	Menis	0	
orth	Menis		
entry	Meno	0	
orth	Meno		
entry	Menos	0	
orth	Menos		
entry	Mens	0	
orth	Mens		
entry	Mensa	0	
orth	Mensa		
entry	Mensis	0	
orth	Mensis		
ref	Men.		
entry	Menstruatio	0	
orth	Menstruatio		
entry	Menstruum	1	
orth	Menstruum		
pb	0496	0504	
entry	Mensura	0	
orth	Mensura		
entry	Mentagra	0	
orth	Mentagra		
entry	Mentalis	0	
orth	Mentalis		
entry	Mentula	0	
orth	Mentula		
entry	Mentulagra	0	
orth	Mentulagra		
ref	Spado.		
entry	Mentum	0	
orth	Mentum		
entry	Mephitis	0	
orth	Mephitis		
entry	Mercavach	0	
orth	Mercavach		
entry	Merces	0	
orth	Merces		
entry	Mercurialis	0	
orth	Mercurialis		
entry	Mercurius	1	
orth	Mercurius		
pb	0497	0505	
ref	Hydrargyros.		
entry	Merda	0	
orth	Merda		
entry	Merdasengi	0	
orth	Merdasengi		
entry	Merdivomus	0	
orth	Merdivomus		
ref	Copriemetos.		
entry	Merenda	0	
orth	Merenda		
entry	Mergen	0	
orth	Mergen		
entry	Mergus	0	
orth	Mergus		
entry	Mericos	0	
orth	Mericos		
entry	Meridies	0	
orth	Meridies		
entry	Merimne	0	
orth	Merimne		
entry	Merlucius	0	
orth	Merlucius		
entry	Merops	0	
orth	Merops		
entry	Meros	0	
orth	Meros		
ref	Pars.		
entry	Meros	0	
orth	Meros		
ref	Femur.		
entry	Mersor	0	
orth	Mersor		
ref	Urinator.		
entry	Merula	0	
orth	Merula		
entry	Merulus	0	
orth	Merulus		
entry	Merus	0	
orth	Merus		
entry	Merycismos	0	
orth	Merycismos		
pb	0498	0506	
entry	Mesaraeon	0	
orth	Mesaraeon		
entry	Mesel	0	
orth	Mesel		
entry	Mesemar	0	
orth	Mesemar		
entry	Mesenterion	0	
orth	Mesenterion		
entry	Mesera	0	
orth	Mesera		
entry	Meses	0	
orth	Meses		
entry	Mesianum	0	
orth	Mesianum		
ref	Anicetum.		
entry	Mesire	0	
orth	Mesire		
entry	Mesocolon	0	
orth	Mesocolon		
entry	Mesocranon	0	
orth	Mesocranon		
entry	Mesodme	0	
orth	Mesodme		
entry	Mesoglossi	0	
orth	Mesoglossi		
entry	Mesomphalion	0	
orth	Mesomphalion		
entry	Mesophryon	0	
orth	Mesophryon		
entry	Mesopleurios	0	
orth	Mesopleurios		
entry	Mesopotamenon	0	
orth	Mesopotamenon		
entry	Mesos	0	
orth	Mesos		
ref	Meditts		
entry	Messis	0	
orth	Messis		
entry	Mest	0	
orth	Mest		
entry	Mfstor	0	
orth	Mfstor		
entry	Mestos	0	
orth	Mestos		
entry	Meta	0	
orth	Meta		
ref	Campter.		
entry	Metaeasis	0	
orth	Metaeasis		
entry	Metabole	0	
orth	Metabole		
ref	Foës. p. 4o8. Die-		
ref	Transmutatio.		
entry	Metacarpion	0	
orth	Metacarpion		
entry	Metacerasma	0	
orth	Metacerasma		
entry	Metachoresis	1	
orth	Metachoresis		
pb	0499	0507	
entry	Metacheirixis	0	
orth	Metacheirixis		
entry	Metacinema	0	
orth	Metacinema		
entry	Metacondyli	0	
orth	Metacondyli		
entry	Metagrammatismos	0	
orth	Metagrammatismos		
entry	Metalepticos	0	
orth	Metalepticos		
entry	Metallage	0	
orth	Metallage		
ref	Metabole.		
entry	Metallum	0	
orth	Metallum		
entry	Metallurgia	0	
orth	Metallurgia		
entry	Metallus	0	
orth	Metallus		
entry	Metamorphosis	0	
orth	Metamorphosis		
ref	Transmutatio.		
entry	Metapedium	0	
orth	Metapedium		
entry	Metaphrenon	0	
orth	Metaphrenon		
entry	Metaporopoeia	0	
orth	Metaporopoeia		
entry	Metaptosis	0	
orth	Metaptosis		
pb	0500	0508	
entry	Metarsios	0	
orth	Metarsios		
entry	Metas	0	
orth	Metas		
entry	Metastasis	0	
orth	Metastasis		
entry	Metasyncrisis	0	
